"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26","TagStyle__TagContent-sc-66xi2f-0","stylessc__ShieldBadge-sc-1cbkdr9-1 src"
"Senior Business Analyst","https://glints.com/id/opportunities/jobs/senior-business-analyst/0f8f6cf7-28a7-45dd-8cd8-e17e1c48efeb?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 10 jt-20 jt","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","Project Management","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0a1efbf0028b73ec849e5e574c706e03.jpg","PT Digital Nayaka Abhinaya","https://glints.com/id/companies/pt-digital-nayaka-abhinaya/4e5ecfdb-ef03-4aaf-8cc6-fa2c6dab3e0b","Tanjung Priok","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/tanjung-priok","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","15 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/91e9558b-6a61-4100-8f1f-45bf89a55a93?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 7 jt-10 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Business Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0a1efbf0028b73ec849e5e574c706e03.jpg","PT Digital Nayaka Abhinaya","https://glints.com/id/companies/pt-digital-nayaka-abhinaya/4e5ecfdb-ef03-4aaf-8cc6-fa2c6dab3e0b","Ciracas","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/ciracas","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","15 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data Research Senior","https://glints.com/id/opportunities/jobs/data-research-senior/c57032f3-b7d9-4fea-a148-d5ce3939f8c4?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 6 jt-8 jt","Penuh Waktu","3 – 5 tahun","Minimal Diploma (D1 - D4)","Statistical Data Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e16aed030c1df060dcaf7bdaa616c6c7.jpeg","PT. JBA INDONESIA","https://glints.com/id/companies/pt-jba-indonesia/5c72acd0-2c18-47a7-81fd-801ebb1242b1","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","22 hari yang lalu","",""
"Staff Data Management","https://glints.com/id/opportunities/jobs/staff-data-management/2502aa6f-c851-4bab-b046-f2c7cd23d4d8?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 4,5 jt-8 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Power BI","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ad6706ff0b4e903dde0973bf4625ce97.jpg","PT Kreasiboga Primatama","https://glints.com/id/companies/pt-kreasiboga-primatama/4574f634-487b-49cc-a9e7-8d44ceda19d6","Senen","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/senen","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 jam yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Advertising & Data Analyst (Shopee & TikTok) - FULL English","https://glints.com/id/opportunities/jobs/advertising-and-data-analyst-shopee-and-tiktok-full-english/b8ce7255-2d1a-4827-8857-8c0cb15c035b?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 4 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Tiktok Ads","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/eb49c73e334942af485677ad57c0070b.jpg","PT Liber Medika Indonesia","https://glints.com/id/companies/pt-liber-medika-indonesia/fc7ac69a-46e0-4c85-a27f-bac006ffd84b","Penjaringan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","15 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data Engineer Internship","https://glints.com/id/opportunities/jobs/data-engineer-internship/a4abf72a-235c-462c-bf55-99da529b3937?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 2 jt-2 jt","Magang","Kurang dari setahun","Minimal Sarjana (S1)","Hadoop","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/019c0acc44e73276bc17c6f8b914e15c.png","Emos Global Digital","https://glints.com/id/companies/emos-global-digital/dafe02c9-948b-4ff0-8e84-25973476c4a5","Pulogadung","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/pulogadung","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","",""
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/88dd48a0-7a81-46d5-ad6c-8a6352320b65?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","English Language","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/794d5181bc56a565606b47d333942b26.jpg","Ikonsultan Inovatama","https://glints.com/id/companies/ikonsultan-inovatama/aa9d11b8-8358-4a2e-9809-fa8a96b87328","Pasar Minggu","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pasar-minggu","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","22 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/404ab126-68f1-4eec-860e-c2748b66fb3a?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","SDLC","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a18565580d25b659ea4bb83b25a48885.png","Amit Global Solutions","https://glints.com/id/companies/amit-global-solutions/b42063fd-bdd3-4bff-9ad2-c9febde22149","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","24 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/3449f7f5-8ea3-4e21-8e21-7d77ca41e1f7?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","SDLC","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a18565580d25b659ea4bb83b25a48885.png","Amit Global Solutions","https://glints.com/id/companies/amit-global-solutions/b42063fd-bdd3-4bff-9ad2-c9febde22149","Cibeunying Kidul","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/cibeunying-kidul","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","24 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/ae065f98-ec98-4e45-8e1e-63cefba94c7b?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 6 jt-10 jt","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Hadoop","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b7b6b5ddb10544705c1fc5d7cfb4e17b.png","Pt. Berpikir Revolusioner Indonesia","https://glints.com/id/companies/pt-berpikir-revolusioner-indonesia/d6720380-e0d3-4573-871c-8bb2fd111a6c","Sambikerep","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/sambikerep","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","15 hari yang lalu","",""
"Pricing Analyst","https://glints.com/id/opportunities/jobs/pricing-analyst/292721f3-0137-4327-b2c4-41a52b1d6d11?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 7 jt-10 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Attention to Detail","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/574dc2b68c4378945aaba375057cbd4b.jpg","TJM Auto Care","https://glints.com/id/companies/tjm-auto-care/4a7b93c1-a00c-42ff-b47a-7faaa4aa87e4","Kelapa Gading","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/kelapa-gading","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/1c9b6d3c-00f6-43a9-bbc3-855e4c270395?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 4,5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","UX Design","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/aae66c11e7209c937c9d365532c555fb.jpg","PT. Sarana Pactindo","https://glints.com/id/companies/pt-sarana-pactindo/dc02e3e9-cdbb-4bfb-b68c-be1f5bf11d89","Bojongloa Kidul","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bojongloa-kidul","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/592d2cab-5b22-49d6-bd0b-09739e14ce04?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Business Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a9379f97690d604eca3354137fe3f604.jpg","ScaleOcean","https://glints.com/id/companies/scaleocean/05dd05bd-2048-43a3-bec1-3f139ff67ba1","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Solution/System Analyst","https://glints.com/id/opportunities/jobs/it-solution-system-analyst/1034ba6d-8b57-4931-ae1f-2e427ba38247?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 10 jt-14 jt","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","PHP","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/948a6ebecbcb51d834286e68e22e05d4.png","Lawencon International","https://glints.com/id/companies/lawencon-international/f60431b4-606e-42ec-8664-bc39dde13176","Tebet","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/tebet","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data Engineering IT","https://glints.com/id/opportunities/jobs/data-engineering-it/e2a17632-beca-4329-a1d1-49b7c849786d?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 6 jt-10 jt","Freelance","Minimal Diploma (D1 - D4)","PostgreSQL","Oracle Database","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/83132db19942bc857a40da10b90441e0.jpg","Inotal Sistema International","https://glints.com/id/companies/inotal-sistema-international/5f0c6430-a762-4f47-967c-d5de244c3a28","Gambir","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/gambir","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","17 hari yang lalu","",""
"System Analyst (Project Based)","https://glints.com/id/opportunities/jobs/system-analyst-project-based/e97a6c02-a990-40ec-8c10-dc8afb27cf28?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","Software Analyst","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/81797439857413504df143a67a006aeb.png","PT Eureka Merdeka Indonesia (SMKDEV)","https://glints.com/id/companies/pt-eureka-merdeka-indonesia-smkdev/6ba40d6e-3165-4441-b471-bac3a9cf6b69","Sukajadi","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/sukajadi","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","7 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/23c7f427-fcb7-4336-8d05-dd657cbbcc1c?utm_referrer=explore&traceInfo=ff84e061-a69f-4b3e-ad10-294c7d1ebfc6","Rp 5 jt-14 jt","Kontrak","5 – 10 tahun","Minimal Sarjana (S1)","SDLC","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e5c137efb8d2c3585477711162e1530b.png","PT Avows Technologies","https://glints.com/id/companies/pt-avows-technologies/1987829a-4218-47f6-a70f-26e6fcbf3f9b","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
