"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26","TagStyle__TagContent-sc-66xi2f-0","stylessc__ShieldBadge-sc-1cbkdr9-1 src"
"Associate Consultant","https://glints.com/id/opportunities/jobs/associate-consultant/f505ea24-206b-4100-ba9d-9249989512ea?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 1 jt-6 jt","Hybrid","Magang","Kurang dari setahun","Minimal Sarjana (S1)","+10","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c6a019fc6c6d367abcf3022b0df96b1e.jpeg","Atama","https://glints.com/id/companies/atama/6a07b29c-4573-463b-955c-8f9903f15fbc","Menteng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/menteng","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","10 hari yang lalu","",""
"Junior System Analyst","https://glints.com/id/opportunities/jobs/junior-system-analyst/d1aebba9-60fd-453c-877e-1e9afb14c309?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 3 jt-5 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","ERD","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e1f2dd147721de4cedee5ab10446f066.jpg","PT Lumut Karya Sejahtera","https://glints.com/id/companies/pt-lumut-karya-sejahtera/aec0ab2b-cf4a-4dda-b296-3c05a682865f","Kapanewon Sewon","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul/kapanewon-sewon","Kab. Bantul","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","1 bulan yang lalu","",""
"IT Business Analyst (Insurance Industry)","https://glints.com/id/opportunities/jobs/it-business-analyst-insurance-industry/9b8f3623-eaa3-4f4b-9454-4be41f7ed06b?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 8 jt-10 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Business Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Functional Business Analyst (for Retail Company)","https://glints.com/id/opportunities/jobs/functional-business-analyst-for-retail-company/35392067-342f-417a-8c73-21e907feb828?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 10 jt-20 jt","Hybrid","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/127fa573c6dc515e5c363f5eca3d38ed.jpeg","Pt Total Cloud Solutions","https://glints.com/id/companies/pt-total-cloud-solutions/5b0621f4-7da9-4422-bbba-284bdd55b64a","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu","",""
"Analis Pusat Operasi Keamanan (SOC)","https://glints.com/id/opportunities/jobs/analis-pusat-operasi-keamanan-soc/f301d1e3-f3f5-4f93-bd68-02b952035863?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","monitoring","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ed3a7d784b6cb0c1de738162a0a8af4f.jpeg","Noosc","https://glints.com/id/companies/noosc/6001fed3-b155-4857-b16a-a25e8be75702","Menteng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/menteng","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","23 hari yang lalu","",""
"Analis Kredit Lapangan - Cab","https://glints.com/id/opportunities/jobs/analis-kredit-lapangan-cab/5bf73ca0-7439-4bf6-b99c-9f113593de68?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 2,3 jt-5,7 jt","Penuh Waktu","Kurang dari setahun","Minimal SMA/SMK","Negotiation Skills","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4b6d4378e7834800bf5395c8685ce8d.jpg","Nusantara Sakti Group","https://glints.com/id/companies/nusantara-sakti-group/209f29d1-24c3-446a-a2c9-4c141e993b44","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Credit Analyst Corporate Specialist","https://glints.com/id/opportunities/jobs/credit-analyst-corporate-specialist/a19aaebb-00b6-487b-b010-5fec64d2ffe2?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Microsoft Office","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/df994f420d4973296a66284a0f599467.png","PT BPR Kredit Mandiri Indonesia","https://glints.com/id/companies/pt-bpr-kredit-mandiri-indonesia/0ef7cb8d-afb7-4ec3-99b9-a39e64e99a2c","Serpong","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/serpong","Tangerang Selatan","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan","Banten","https://glints.com/id/job-location/indonesia/banten","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Sales and Marketing Analyst","https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/02ef823d-af2b-42e0-9c91-077ae71a6555?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 2 jt-2,5 jt","Hybrid","Freelance","1 – 3 tahun","Minimal Sarjana (S1)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/99f0a3b0cf03150e65e83da9a5d06456.jpg","PT. Taso Indonesia Raya","https://glints.com/id/companies/pt-taso-indonesia-raya/6d83bbc0-c747-4b1f-92fc-14e8f9420071","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","",""
"Admin Reporting Analyst ( Yogyakarta )","https://glints.com/id/opportunities/jobs/admin-reporting-analyst-yogyakarta/50cc4708-bcbf-43be-bfd5-cdc8324e9558?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 2,5 jt-3,4 jt","Remote/Dari rumah","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f5da623650bc6a27d46d78fc96a25710.jpg","Ultimo Solution","https://glints.com/id/companies/ultimo-solution/cd6a1a94-d25a-422a-ac0a-c331256be05a","Kemantren Gondokusuman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja/kemantren-gondokusuman","Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data & Analytics Lead","https://glints.com/id/opportunities/jobs/data-and-analytics-lead/82fa6b52-3f66-42d7-adcb-d33c2c06dfa2?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 35 jt-45 jt","Hybrid","Penuh Waktu","5 – 10 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1321e5cb93c4d4a4d49e26b67f70b1f7.jpg","Proxima Konsultan Indonesia","https://glints.com/id/companies/proxima-konsultan-indonesia/e1240250-f1ea-43b1-981f-2a335fb99d4b","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","17 hari yang lalu","",""
"ADMIN DATA","https://glints.com/id/opportunities/jobs/admin-data/4fdf4824-1d52-41e4-8ba9-80154ad4f70c?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 2 jt-2,6 jt","Penuh Waktu","1 – 3 tahun","Minimal SMA/SMK","Communicative","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0f406e5b278bcdb45ea4ade1084eb354.png","Dewata Group","https://glints.com/id/companies/dewata-group/50c80528-4041-4655-ab20-bba1ec920b1e","Buleleng","https://glints.com/id/job-location/indonesia/bali/kab-buleleng/buleleng","Kab. Buleleng","https://glints.com/id/job-location/indonesia/bali/kab-buleleng","Bali","https://glints.com/id/job-location/indonesia/bali","23 hari yang lalu","",""
"Admin Data Entry","https://glints.com/id/opportunities/jobs/admin-data-entry/e9d86967-7716-4ba7-b2ff-f57f6ee9e2c7?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 1 jt-2 jt","Penuh Waktu","Minimal SMA/SMK","Microsoft Excel","Teamwork","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/00cb0739-0221-48ee-8909-5453ee970f24.jpg","Kool Prima","https://glints.com/id/companies/kool-prima/87e6e629-535b-498f-8249-470676827067","Medan Johor","https://glints.com/id/job-location/indonesia/sumatra-utara/medan/medan-johor","Medan","https://glints.com/id/job-location/indonesia/sumatra-utara/medan","Sumatera Utara","https://glints.com/id/job-location/indonesia/sumatra-utara","23 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Bussiness Analyst (CargoWise)","https://glints.com/id/opportunities/jobs/bussiness-analyst-cargowise/5d5efb42-c05d-4491-8b31-62a4b656fd55?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 5 jt-7,5 jt","Hybrid","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f65953fb9a05bfb781ebb10d9107864f.png","OneByOne Logistical","https://glints.com/id/companies/onebyone-logistical/a0e7827d-2574-4dd4-abad-50b4b9b8a012","Kuta","https://glints.com/id/job-location/indonesia/bali/kab-badung/kuta","Kab. Badung","https://glints.com/id/job-location/indonesia/bali/kab-badung","Bali","https://glints.com/id/job-location/indonesia/bali","16 hari yang lalu","",""
"Sales and Marketing Analyst","https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/b577e0e2-b82e-4b0a-a5e2-a951450543a3?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Marketing Communications","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8d078e5773e886c8f9ea78b194603e7e.jpeg","PT Karunia Agung Cemerlang","https://glints.com/id/companies/pt-karunia-agung-cemerlang/8be31396-63d2-48f4-ba01-34405acd4656","Benowo","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/benowo","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","9 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Sales and Marketing Analyst","https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/2d62b2bf-dc7a-414a-ade8-0820001c5493?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 3 jt-4,4 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Sales Strategy","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a2402f7ca4a7ef59d9a2b2f0d83ab687.jpeg","Dapur Coet","https://glints.com/id/companies/dapur-coet/c8870217-bd31-4280-9e6f-89d9a6f8c0eb","Mampang Prapatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","10 hari yang lalu","",""
"Consultant","https://glints.com/id/opportunities/jobs/consultant/2cb87354-ba70-4c74-8028-fa850c138a58?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 7 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Presentation Skills","+12","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fba90e6333be565f8d7fcd08bf3c4890.jpeg","YAMADA Consulting & Spire Indonesia","https://glints.com/id/companies/yamada-consulting-and-spire-indonesia/1520e05b-3045-4c2a-8aae-3100c2940181","Tanah Abang","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","23 hari yang lalu","",""
"DW Admin Odoo/Data","https://glints.com/id/opportunities/jobs/dw-admin-odoo-data/88e4edef-e05c-4d84-9040-7f45b3ba0f9c?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 1 jt-4 jt","Harian","1 – 3 tahun","Minimal SMA/SMK","Information Systems","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0ec6734d9c19b718a55d7da92d5b3c03.jpg","Ann's Bakehouse & Creamery","https://glints.com/id/companies/anns-bakehouse-and-creamery/826d2f64-61a5-41e1-bba3-0dab8ada8787","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","",""
