"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26","TagStyle__TagContent-sc-66xi2f-0","stylessc__ShieldBadge-sc-1cbkdr9-1 src"
"IT Sales","https://glints.com/id/opportunities/jobs/it-sales/e6b5155d-db9b-4cb0-b168-2af0bf789062?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 3 jt-5 jt","Penuh Waktu","3 – 5 tahun","Minimal SMA/SMK","Client Relations","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0e5b3ecc-09db-4625-a748-4aa7a397ed6d.jpg","PT. MILLION DATA SOLUTION","https://glints.com/id/companies/pt-million-data-solution/cf30684a-5c12-41e2-87ae-3a10b860b2bb","Kemayoran","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/kemayoran","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","12 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/24117845-4bc8-4e7c-9b45-b7c74578a10a?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 7 jt-9 jt","Kontrak","1 – 3 tahun","Minimal Diploma (D1 - D4)","Jira","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7a4549d0b1fda5ddd5d6df4240c95522.png","PT Entrepreneur Trust Digital","https://glints.com/id/companies/pt-entrepreneur-trust-digital/2e12a4d9-0c03-426c-86e4-adf181ddbcda","Tangerang","https://glints.com/id/job-location/indonesia/banten/tangerang/tangerang","Tangerang","https://glints.com/id/job-location/indonesia/banten/tangerang","Banten","https://glints.com/id/job-location/indonesia/banten","Kemarin","",""
"Analyst R&D","https://glints.com/id/opportunities/jobs/analyst-r-and-d/a27e425e-f51d-40bd-9e98-22ced69024aa?utm_referrer=explore&traceInfo=1a2811a3-d5ba-4f47-b6f7-8749130ca2e8","Rp 4,8 jt-5,3 jt","Penuh Waktu","Kurang dari setahun","Minimal Diploma (D1 - D4)","Chemical analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/77e3f5c74a8ff95f1295a06838df2561.jpg","PT Bernofarm Pharmaceutical","https://glints.com/id/companies/pt-bernofarm-pharmaceutical/d63a610a-3bc3-41ae-8912-ae2815b3f430","Buduran","https://glints.com/id/job-location/indonesia/jawa-timur/kab-sidoarjo/buduran","Kab. Sidoarjo","https://glints.com/id/job-location/indonesia/jawa-timur/kab-sidoarjo","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","Kemarin","",""
"Analis Data HRIS (Human Resources Information System)","https://glints.com/id/opportunities/jobs/analis-data-hris-human-resources-information-system/9063f6e0-e54f-4ed2-a4fe-828245dd9937?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 4,5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Driving","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/783c542fe87138cc6ce9745f7b5cabb2.jpg","PT. Wonokoyo Jaya Corporindo (Wonokoyo Group)","https://glints.com/id/companies/pt-wonokoyo-jaya-corporindo-wonokoyo-group/0ccad89b-e788-4341-950f-60b6ed8f7aba","Wonokromo","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/wonokromo","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","23 hari yang lalu","",""
"Data Compliance Support","https://glints.com/id/opportunities/jobs/data-compliance-support/70486919-9c4f-4ce1-b29a-87ffc4f8b9e1?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 3 jt-5 jt","Kontrak","1 – 3 tahun","Minimal Diploma (D1 - D4)","Legal Compliance","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/43fe9efb67a21ca13d093a64ba0e45a4.png","PT. Cura Indonesia","https://glints.com/id/companies/pt-cura-indonesia/b609da78-0cff-4470-9696-d471fa0eae85","Medan Kota","https://glints.com/id/job-location/indonesia/sumatra-utara/medan/medan-kota","Medan","https://glints.com/id/job-location/indonesia/sumatra-utara/medan","Sumatera Utara","https://glints.com/id/job-location/indonesia/sumatra-utara","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Analis Kredit","https://glints.com/id/opportunities/jobs/analis-kredit/19b8a8ee-f37d-4e66-87a3-51317f838886?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 4,5 jt-8 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Analisa Kredit","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/abc140bb22665be4c5431205d45252a0.jpg","PT. BPR FIANKA REZALINA FATMA","https://glints.com/id/companies/pt-bpr-fianka-rezalina-fatma/d549fb20-4059-4d1d-bf1d-ff75d2a0fbef","Binawidya","https://glints.com/id/job-location/indonesia/riau/pekanbaru/binawidya","Pekanbaru","https://glints.com/id/job-location/indonesia/riau/pekanbaru","Riau","https://glints.com/id/job-location/indonesia/riau","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Solution Analyst Trainee","https://glints.com/id/opportunities/jobs/solution-analyst-trainee/74704444-43c9-4e3a-8952-885cee91c324?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 5,4 jt-6 jt","Kontrak","Kurang dari setahun","Minimal Sarjana (S1)","Jira","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6e642eb2846419edc2ed1e0268b45832.png","PT. Aero Systems Indonesia (Garuda Indonesia Group)","https://glints.com/id/companies/pt-aero-systems-indonesia-garuda-indonesia-group/6bfcfef7-33ff-45bb-9023-d631a412df32","Benda","https://glints.com/id/job-location/indonesia/banten/tangerang/benda","Tangerang","https://glints.com/id/job-location/indonesia/banten/tangerang","Banten","https://glints.com/id/job-location/indonesia/banten","Kemarin","",""
"Analis Business Intelligence","https://glints.com/id/opportunities/jobs/analis-business-intelligence/9db697c6-d298-4a44-8ef4-72222171230e?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 4 jt-4,9 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","Power BI","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e3156d67ffe1ca9612dfb4f448e038a7.png","PT TOKO SEPATU ISTIMEWA","https://glints.com/id/companies/pt-toko-sepatu-istimewa/a304e89f-6c39-40f6-811c-b3aa076c1fbd","Kemantren Tegalrejo","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja/kemantren-tegalrejo","Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","17 hari yang lalu","",""
"IT System Analyst","https://glints.com/id/opportunities/jobs/it-system-analyst/1a3cc099-8070-48cf-b370-aaf1729184ba?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 9 jt-15 jt","Hybrid","Penuh Waktu","5 – 10 tahun","Minimal Sarjana (S1)","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7da191ef145286161753217e57608b60.png","PT Nusantara Cita Bersama","https://glints.com/id/companies/pt-nusantara-cita-bersama/e39525a3-d5cb-4f14-9d11-e22eade131ea","Serpong","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/serpong","Tangerang Selatan","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan","Banten","https://glints.com/id/job-location/indonesia/banten","9 hari yang lalu","",""
"Analis Laboratorium","https://glints.com/id/opportunities/jobs/analis-laboratorium/8526fadf-3173-4675-8d05-be7e63b48797?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 2 jt-3,5 jt","Penuh Waktu","1 – 3 tahun","Minimal SMA/SMK","Discipline","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a6a39104a230e8e796688ca1803b2a0a.jpg","Klinik JB Medical Center","https://glints.com/id/companies/klinik-jb-medical-center/26173fae-1fa8-4843-a7a4-3fdba7979af7","Cikarang Utara","https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi/cikarang-utara","Kab. Bekasi","https://glints.com/id/job-location/indonesia/jawa-barat/kab-bekasi","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","13 hari yang lalu","",""
"IT Business Analyst (For Banking Industry)","https://glints.com/id/opportunities/jobs/it-business-analyst-for-banking-industry/9c055e33-2be3-4531-a59a-e143d6921556?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 10 jt-12 jt","Freelance","3 – 5 tahun","Minimal Sarjana (S1)","Scrum","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Tangerang","https://glints.com/id/job-location/indonesia/banten/tangerang/tangerang","Tangerang","https://glints.com/id/job-location/indonesia/banten/tangerang","Banten","https://glints.com/id/job-location/indonesia/banten","7 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data & Analytics Lead","https://glints.com/id/opportunities/jobs/data-and-analytics-lead/82fa6b52-3f66-42d7-adcb-d33c2c06dfa2?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 35 jt-45 jt","Hybrid","Penuh Waktu","5 – 10 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1321e5cb93c4d4a4d49e26b67f70b1f7.jpg","Proxima Konsultan Indonesia","https://glints.com/id/companies/proxima-konsultan-indonesia/e1240250-f1ea-43b1-981f-2a335fb99d4b","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","17 hari yang lalu","",""
"ADMIN DATA","https://glints.com/id/opportunities/jobs/admin-data/4fdf4824-1d52-41e4-8ba9-80154ad4f70c?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 2 jt-2,6 jt","Penuh Waktu","1 – 3 tahun","Minimal SMA/SMK","Communicative","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0f406e5b278bcdb45ea4ade1084eb354.png","Dewata Group","https://glints.com/id/companies/dewata-group/50c80528-4041-4655-ab20-bba1ec920b1e","Buleleng","https://glints.com/id/job-location/indonesia/bali/kab-buleleng/buleleng","Kab. Buleleng","https://glints.com/id/job-location/indonesia/bali/kab-buleleng","Bali","https://glints.com/id/job-location/indonesia/bali","23 hari yang lalu","",""
"System Analys","https://glints.com/id/opportunities/jobs/system-analys/8890191b-6f7b-4d9d-b572-add521528179?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","SQL","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bb78b0eb4688bd6e314c329bf5134c2a.png","Machine Vision Indonesia","https://glints.com/id/companies/machine-vision-indonesia/dd98e7d3-c863-42a9-94da-bf01d77e6c9f","Lowokwaru","https://glints.com/id/job-location/indonesia/jawa-timur/malang/lowokwaru","Malang","https://glints.com/id/job-location/indonesia/jawa-timur/malang","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","8 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Admin Data Entry","https://glints.com/id/opportunities/jobs/admin-data-entry/e9d86967-7716-4ba7-b2ff-f57f6ee9e2c7?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 1 jt-2 jt","Penuh Waktu","Minimal SMA/SMK","Microsoft Excel","Teamwork","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/00cb0739-0221-48ee-8909-5453ee970f24.jpg","Kool Prima","https://glints.com/id/companies/kool-prima/87e6e629-535b-498f-8249-470676827067","Medan Johor","https://glints.com/id/job-location/indonesia/sumatra-utara/medan/medan-johor","Medan","https://glints.com/id/job-location/indonesia/sumatra-utara/medan","Sumatera Utara","https://glints.com/id/job-location/indonesia/sumatra-utara","23 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Analis Kimia","https://glints.com/id/opportunities/jobs/analis-kimia/bdf67466-c714-43b4-896c-0df9cbdb2128?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","","Penuh Waktu","Kurang dari setahun","Minimal SMA/SMK","Laboratory Skills","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9d2156c319cd75221d562b26d671722c.jpg","PT Graha Farma","https://glints.com/id/companies/pt-graha-farma/2c588a4c-5eed-4ab8-80f2-18e345d276c1","Kebakkramat","https://glints.com/id/job-location/indonesia/jawa-tengah/kab-karanganyar/kebakkramat","Kab. Karanganyar","https://glints.com/id/job-location/indonesia/jawa-tengah/kab-karanganyar","Jawa Tengah","https://glints.com/id/job-location/indonesia/jawa-tengah","22 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Associate Consultant","https://glints.com/id/opportunities/jobs/associate-consultant/f505ea24-206b-4100-ba9d-9249989512ea?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 1 jt-6 jt","Hybrid","Magang","Kurang dari setahun","Minimal Sarjana (S1)","+10","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c6a019fc6c6d367abcf3022b0df96b1e.jpeg","Atama","https://glints.com/id/companies/atama/6a07b29c-4573-463b-955c-8f9903f15fbc","Menteng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/menteng","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","10 hari yang lalu","",""
"DW Admin Odoo/Data","https://glints.com/id/opportunities/jobs/dw-admin-odoo-data/88e4edef-e05c-4d84-9040-7f45b3ba0f9c?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 1 jt-4 jt","Harian","1 – 3 tahun","Minimal SMA/SMK","Information Systems","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0ec6734d9c19b718a55d7da92d5b3c03.jpg","Ann's Bakehouse & Creamery","https://glints.com/id/companies/anns-bakehouse-and-creamery/826d2f64-61a5-41e1-bba3-0dab8ada8787","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","",""
"Junior System Analyst","https://glints.com/id/opportunities/jobs/junior-system-analyst/d1aebba9-60fd-453c-877e-1e9afb14c309?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 3 jt-5 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","ERD","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e1f2dd147721de4cedee5ab10446f066.jpg","PT Lumut Karya Sejahtera","https://glints.com/id/companies/pt-lumut-karya-sejahtera/aec0ab2b-cf4a-4dda-b296-3c05a682865f","Kapanewon Sewon","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul/kapanewon-sewon","Kab. Bantul","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-bantul","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","1 bulan yang lalu","",""
"IT Business Analyst (Insurance Industry)","https://glints.com/id/opportunities/jobs/it-business-analyst-insurance-industry/9b8f3623-eaa3-4f4b-9454-4be41f7ed06b?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 8 jt-10 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Business Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Analis Pusat Operasi Keamanan (SOC)","https://glints.com/id/opportunities/jobs/analis-pusat-operasi-keamanan-soc/f301d1e3-f3f5-4f93-bd68-02b952035863?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","monitoring","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ed3a7d784b6cb0c1de738162a0a8af4f.jpeg","Noosc","https://glints.com/id/companies/noosc/6001fed3-b155-4857-b16a-a25e8be75702","Menteng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/menteng","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","23 hari yang lalu","",""
"Functional Business Analyst (for Retail Company)","https://glints.com/id/opportunities/jobs/functional-business-analyst-for-retail-company/35392067-342f-417a-8c73-21e907feb828?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 10 jt-20 jt","Hybrid","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/127fa573c6dc515e5c363f5eca3d38ed.jpeg","Pt Total Cloud Solutions","https://glints.com/id/companies/pt-total-cloud-solutions/5b0621f4-7da9-4422-bbba-284bdd55b64a","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu","",""
"Analis Kredit Lapangan - Cab","https://glints.com/id/opportunities/jobs/analis-kredit-lapangan-cab/5bf73ca0-7439-4bf6-b99c-9f113593de68?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 2,3 jt-5,7 jt","Penuh Waktu","Kurang dari setahun","Minimal SMA/SMK","Negotiation Skills","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b4b6d4378e7834800bf5395c8685ce8d.jpg","Nusantara Sakti Group","https://glints.com/id/companies/nusantara-sakti-group/209f29d1-24c3-446a-a2c9-4c141e993b44","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IoT & Data Engineer Staff","https://glints.com/id/opportunities/jobs/iot-and-data-engineer-staff/0514bdde-da77-4ca3-a1c8-b5b5f84b05e6?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 5 jt-8 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","SQL","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b7d07e89cf6f651e564d836037b9afe8.png","PT Kosmetika Global Indonesia (Kosme Group)","https://glints.com/id/companies/pt-kosmetika-global-indonesia-kosme-group/35e380f1-e4dc-480d-a923-4ad4807443f7","Tenggilis Mejoyo","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/tenggilis-mejoyo","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","8 hari yang lalu","",""
"Credit Analyst Corporate Specialist","https://glints.com/id/opportunities/jobs/credit-analyst-corporate-specialist/a19aaebb-00b6-487b-b010-5fec64d2ffe2?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Microsoft Office","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/df994f420d4973296a66284a0f599467.png","PT BPR Kredit Mandiri Indonesia","https://glints.com/id/companies/pt-bpr-kredit-mandiri-indonesia/0ef7cb8d-afb7-4ec3-99b9-a39e64e99a2c","Serpong","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/serpong","Tangerang Selatan","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan","Banten","https://glints.com/id/job-location/indonesia/banten","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Sales and Marketing Analyst","https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/02ef823d-af2b-42e0-9c91-077ae71a6555?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 2 jt-2,5 jt","Hybrid","Freelance","1 – 3 tahun","Minimal Sarjana (S1)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/99f0a3b0cf03150e65e83da9a5d06456.jpg","PT. Taso Indonesia Raya","https://glints.com/id/companies/pt-taso-indonesia-raya/6d83bbc0-c747-4b1f-92fc-14e8f9420071","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","",""
"Admin Reporting Analyst ( Yogyakarta )","https://glints.com/id/opportunities/jobs/admin-reporting-analyst-yogyakarta/50cc4708-bcbf-43be-bfd5-cdc8324e9558?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 2,5 jt-3,4 jt","Remote/Dari rumah","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f5da623650bc6a27d46d78fc96a25710.jpg","Ultimo Solution","https://glints.com/id/companies/ultimo-solution/cd6a1a94-d25a-422a-ac0a-c331256be05a","Kemantren Gondokusuman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja/kemantren-gondokusuman","Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/yogyakarta-jogja","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","2 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Consultant","https://glints.com/id/opportunities/jobs/consultant/2cb87354-ba70-4c74-8028-fa850c138a58?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 7 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Presentation Skills","+12","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fba90e6333be565f8d7fcd08bf3c4890.jpeg","YAMADA Consulting & Spire Indonesia","https://glints.com/id/companies/yamada-consulting-and-spire-indonesia/1520e05b-3045-4c2a-8aae-3100c2940181","Tanah Abang","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","23 hari yang lalu","",""
"IT Sales","https://glints.com/id/opportunities/jobs/it-sales/e6b5155d-db9b-4cb0-b168-2af0bf789062?utm_referrer=explore&traceInfo=777571d969324617afc7ada2c25ac1e8","Rp 3 jt-5 jt","Penuh Waktu","3 – 5 tahun","Minimal SMA/SMK","Client Relations","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0e5b3ecc-09db-4625-a748-4aa7a397ed6d.jpg","PT. MILLION DATA SOLUTION","https://glints.com/id/companies/pt-million-data-solution/cf30684a-5c12-41e2-87ae-3a10b860b2bb","Kemayoran","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/kemayoran","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","12 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
