"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContent-sc-66xi2f-0","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","stylessc__ShieldBadge-sc-1cbkdr9-1 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/ed14f375-222d-4ae6-abd1-8c7f017611b2?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","","Perusahaan Premium","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Accounting","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a9379f97690d604eca3354137fe3f604.jpg","https://glints.com/images/icons/vip-badge.svg","ScaleOcean","https://glints.com/id/companies/scaleocean/05dd05bd-2048-43a3-bec1-3f139ff67ba1","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/d09e6709-552c-4e88-b4a3-900ebc1935f5?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","","Perusahaan Premium","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","FSD","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ab048bbb649ff3fee8905d3c528242c9.jpeg","https://glints.com/images/icons/vip-badge.svg","PT Esha Parama Teknologi","https://glints.com/id/companies/pt-esha-parama-teknologi/9e346292-0e55-4b74-94c8-0fe571a37232","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","14 hari yang lalu"
"Project Analyst","https://glints.com/id/opportunities/jobs/project-analyst/7a706018-abb5-422e-811e-f039474251d1?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 6 jt-8 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","ERP Software","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b8e890192ac6370f0efd1fb95580b498.jpg","","PT Shan Informasi Sistem","https://glints.com/id/companies/pt-shan-informasi-sistem/1df324a1-b688-4a69-a1a0-8efe0245e32b","Cengkareng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/cengkareng","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu"
"Marketing Analyst","https://glints.com/id/opportunities/jobs/marketing-analyst/21009b0f-4d57-4861-8107-0726d5dbafef?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 4,5 jt-6,5 jt","Perusahaan Premium","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Digital Marketing","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/43738ecc47e39faf523c66883939b44f.png","https://glints.com/images/icons/vip-badge.svg","Skinex","https://glints.com/id/companies/skinex/e199eab3-5bcd-4ccf-8af1-e2ae7f6b3c2b","Pondok Aren","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan/pondok-aren","Tangerang Selatan","https://glints.com/id/job-location/indonesia/banten/tangerang-selatan","Banten","https://glints.com/id/job-location/indonesia/banten","6 hari yang lalu"
"Financial Analyst","https://glints.com/id/opportunities/jobs/financial-analyst/6b88213e-b3cc-4200-bf1f-2f8f2520656b?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 7 jt-13 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Analytical Skills","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5031351b5c972a1c711fd24992ddd1cd.png","","PT Sinergi Medika Utama","https://glints.com/id/companies/pt-sinergi-medika-utama/9f5c7a1a-7adc-4d71-92c8-ef32c77e5e29","Cengkareng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/cengkareng","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/f7d4e987-f8b4-41eb-8888-336a4c6e01ec?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 5 jt-17 jt","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","Business Development","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/93a8fe0893b0df2412c73b97eead86a2.jpeg","","IDE Asia","","Mampang Prapatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu"
"Data Lead","https://glints.com/id/opportunities/jobs/data-lead/c5f6efef-6eb6-4223-a8fc-db1d6bcf84b2?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 5 jt-8 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Data Management","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/60bd7818237e24c4945ccf41b94899e7.jpg","","Bali Children Foundation","https://glints.com/id/companies/bali-children-foundation/d96b9171-3186-4bad-a826-2a6cadb1a263","Kuta Utara","https://glints.com/id/job-location/indonesia/bali/kab-badung/kuta-utara","Kab. Badung","https://glints.com/id/job-location/indonesia/bali/kab-badung","Bali","https://glints.com/id/job-location/indonesia/bali","Kemarin"
"Investment Analyst","https://glints.com/id/opportunities/jobs/investment-analyst/f5cb87ba-19bd-444e-9690-590aca3b1192?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 7 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Attention to Detail","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/28af3664e7f88503ed6a0f4993e833fc.jpg","","PT Qverse Teknologi Indonesia","https://glints.com/id/companies/pt-qverse-teknologi-indonesia/47624a2b-a176-44cb-ab8e-d62e1959e3e0","Pasar Minggu","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pasar-minggu","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","9 hari yang lalu"
"UNPAID Data Scientist","https://glints.com/id/opportunities/jobs/unpaid-data-scientist/4ef7193c-fbbc-4b05-9bb9-88aa96afb366?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","Rp 1 jt-2 jt","","Hybrid","Magang","Kurang dari setahun","Minimal Diploma (D1 - D4)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5de9ff7d469f6745642e5b928a026972.jpg","","Social Economy Accelerator Lab Malang","https://glints.com/id/companies/social-economy-accelerator-lab-malang/5b924d6c-5ea7-483b-bc00-15df0493473f","Gayungan","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/gayungan","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","1 bulan yang lalu"
"Security Analyst","https://glints.com/id/opportunities/jobs/security-analyst/6fd827b1-1c28-4139-8496-3e2642a42b36?utm_referrer=explore&traceInfo=c5e553e5-3557-43e3-ad2e-3daedebdfe52","","Perusahaan Premium","Penuh Waktu","Kurang dari setahun","Minimal Diploma (D1 - D4)","Cybersecurity","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4766e6088adfc4c58fd52f376d25eef4.png","https://glints.com/images/icons/vip-badge.svg","PT Computrade Technology International","https://glints.com/id/companies/pt-computrade-technology-international/83f1f2fb-e83c-4bca-8fdd-fb8af6221e79","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","13 hari yang lalu"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/d5e481e3-cb54-4196-a6d6-792bf2799360?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 10 jt-20 jt","","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","SQL","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c5d9f3a15733d2d43a5b19bae2c82738.png","","PT. Dynamics Management Solution","https://glints.com/id/companies/pt-dynamics-management-solution/96b1c444-1fa5-4935-b3a3-c9868d972f9c","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/d2b08f5a-556f-474c-872b-95998ffc9518?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 12 jt-14 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Microsoft SQL Server","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/38038f81ca6c4d4d64e90422b84b4d64.png","","Indivara Teknologi Quantum","https://glints.com/id/companies/indivara-teknologi-quantum/4a75ab03-8184-467e-af94-864462e09a23","Taman Sari","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/taman-sari","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","5 hari yang lalu"
"Data Governance","https://glints.com/id/opportunities/jobs/data-governance/c87d2e9d-a306-42b4-85da-42ad339046b1?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 10 jt-13 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","IT Security","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/38038f81ca6c4d4d64e90422b84b4d64.png","","Indivara Teknologi Quantum","https://glints.com/id/companies/indivara-teknologi-quantum/4a75ab03-8184-467e-af94-864462e09a23","Taman Sari","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/taman-sari","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","5 hari yang lalu"
"Business Analyst","https://glints.com/id/opportunities/jobs/business-analyst/bee8faf1-41ad-468c-a5bd-95e73cea9471?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","","Perusahaan Premium","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Requirements Gathering","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3866c0f11cb122085ab56344f02928a6.jpg","https://glints.com/images/icons/vip-badge.svg","I CAN READ Indonesia","https://glints.com/id/companies/i-can-read-indonesia/cd907ac0-6879-45bd-b271-c39ebee1af9a","Penjaringan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","13 hari yang lalu"
"System Analyst - Banking Industry","https://glints.com/id/opportunities/jobs/system-analyst-banking-industry/837b2b2f-55b3-4ead-baec-7e39aec4c965?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 10 jt-13 jt","Perusahaan Premium","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","System Analysis","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","https://glints.com/images/icons/vip-badge.svg","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Tanah Abang","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/5571c8a4-40a3-4c10-8170-b0de1c205269?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 6,5 jt-10 jt","","Remote/Dari rumah","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5aa44b46a1340f274d8021d17d09c672.png","","XCIDIC","https://glints.com/id/companies/xcidic/35e0e91f-c64b-42c1-bf25-3384bea571ce","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","23 hari yang lalu"
"Business Analyst (Pricing Analyst)","https://glints.com/id/opportunities/jobs/business-analyst-pricing-analyst/1e93be99-5d6f-431d-8774-69ee04850368?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 7 jt-13 jt","","Remote/Dari rumah","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f1e1863afc1a8f852befa3b5687041f5.jpg","","Y Ventures Group Ltd.","https://glints.com/id/companies/y-ventures-group-ltd/4d9d65d6-f46b-4e4b-9ddb-c69db63dc223","Kebayoran Baru","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/kebayoran-baru","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","16 hari yang lalu"
"Data Engineer - Banking","https://glints.com/id/opportunities/jobs/data-engineer-banking/716f686d-26ff-4215-b14e-f901d65ffeb3?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 8 jt-9 jt","Perusahaan Premium","Kontrak","3 – 5 tahun","Minimal Sarjana (S1)","Visual Studio .net","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","https://glints.com/images/icons/vip-badge.svg","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","20 hari yang lalu"
"DATA ENGINEER","https://glints.com/id/opportunities/jobs/data-engineer/e0a5c470-1684-420d-a09a-221500192e30?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 7 jt-15 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Loading (etl)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/077c15e429d92407675c40704d7d9cf6.jpeg","","PT. Kulego Tiga Kreasi","https://glints.com/id/companies/pt-kulego-tiga-kreasi/39d6b668-7633-4a7d-a279-f209740a71f5","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","1 bulan yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/56864d56-06c2-4597-9df7-a3d209b325f8?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 8 jt-12 jt","","Hybrid","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/70e1c085e390061ce5081843d0086337.jpeg","","PT Digitalinstincts Technology","https://glints.com/id/companies/pt-digitalinstincts-technology/86158215-68f1-49d3-a5c7-c1eb3f5a45e9","Kelapa Gading","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/kelapa-gading","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","7 hari yang lalu"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/e16c3538-151b-4b61-a2f2-4f4804f88335?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 6 jt-7,5 jt","Perusahaan Premium","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Kanban","+10","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e5c137efb8d2c3585477711162e1530b.png","https://glints.com/images/icons/vip-badge.svg","PT Avows Technologies","https://glints.com/id/companies/pt-avows-technologies/1987829a-4218-47f6-a70f-26e6fcbf3f9b","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","6 hari yang lalu"
"Fraud Analyst","https://glints.com/id/opportunities/jobs/fraud-analyst/b4d55df8-3bbe-4667-9657-3456af512b31?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 7 jt-10 jt","","Kontrak","1 – 3 tahun","Minimal Diploma (D1 - D4)","Risk Management","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3ebe0b9edaf7cf694ecd779d72af71df.jpg","","PT. Nawa Data Solutions","https://glints.com/id/companies/pt-nawa-data-solutions/aca98c95-3655-4178-b943-3330359d8ae8","Menteng","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/menteng","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin"
"Logistics Analyst","https://glints.com/id/opportunities/jobs/logistics-analyst/88640052-f071-4601-afed-2c810ac6004d?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 5 jt-7 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Warehouse Management","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fb7bfe4af6a94109c1e0e3f796576e58.png","","Pt. Sinotrans Csc Indonesia","https://glints.com/id/companies/pt-sinotrans-csc-indonesia/47116f81-515a-49ee-8175-a66581ed2023","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","19 hari yang lalu"
"Social Media Analyst","https://glints.com/id/opportunities/jobs/social-media-analyst/4523fe40-a5e9-4dfc-9db2-878a9b7d10d7?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 1,5 jt-3 jt","Perusahaan Premium","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Affiliate Marketing","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0d9d3b45ed1fbaefd0d3105d39636704.png","https://glints.com/images/icons/vip-badge.svg","PT. Harfia Construction Machinery","https://glints.com/id/companies/pt-harfia-construction-machinery/a94310e8-a784-43f1-8ee2-c9044e6cf21c","Balaraja","https://glints.com/id/job-location/indonesia/banten/kab-tangerang/balaraja","Kab. Tangerang","https://glints.com/id/job-location/indonesia/banten/kab-tangerang","Banten","https://glints.com/id/job-location/indonesia/banten","5 hari yang lalu"
"Data Science Lecturer","https://glints.com/id/opportunities/jobs/data-science-lecturer/8f3a6344-757f-451c-9e10-75dafe45b7dc?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 10 jt-10 jt","","Paruh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Data Analytics","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dd7ca8d847af8f7796144a57ba9e1106.png","","Purwadhika Digital Technology School","https://glints.com/id/companies/purwadhika-digital-technology-school/c7d441ba-62a9-4d9f-b166-4c69ebb001f6","Kapanewon Depok","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok","Kab. Sleman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","10 hari yang lalu"
"General Data Analyst for Marketing Assistant","https://glints.com/id/opportunities/jobs/general-data-analyst-for-marketing-assistant/f6e35962-6fcc-413a-b763-1b7fefbf785f?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 2 jt-3,5 jt","","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Communication Skills","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/545384a2292df1ed4b273f8433775555.png","","Xprojects Studio","https://glints.com/id/companies/xprojects-studio/69573c4f-2ad5-47c9-8df8-dc482f50a9f5","Rungkut","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/rungkut","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","8 hari yang lalu"
"Support Analyst","https://glints.com/id/opportunities/jobs/support-analyst/fdd25f83-04c7-4a57-bddd-f3935bceec7c?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 4 jt-4,5 jt","","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","Communication Skills","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/23f246171e56f9be99201b308191f5e8.png","","PT. Pinteraktif Media Cabang Bandung","https://glints.com/id/companies/pt-pinteraktif-media-cabang-bandung/edc0df5b-ed3f-45e7-b470-18a010a5184b","Cibeunying Kaler","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/cibeunying-kaler","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","Kemarin"
"Data Lead","https://glints.com/id/opportunities/jobs/data-lead/c5f6efef-6eb6-4223-a8fc-db1d6bcf84b2?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 5 jt-8 jt","","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Data Management","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/60bd7818237e24c4945ccf41b94899e7.jpg","","Bali Children Foundation","https://glints.com/id/companies/bali-children-foundation/d96b9171-3186-4bad-a826-2a6cadb1a263","Kuta Utara","https://glints.com/id/job-location/indonesia/bali/kab-badung/kuta-utara","Kab. Badung","https://glints.com/id/job-location/indonesia/bali/kab-badung","Bali","https://glints.com/id/job-location/indonesia/bali","Kemarin"
"UNPAID Data Scientist","https://glints.com/id/opportunities/jobs/unpaid-data-scientist/4ef7193c-fbbc-4b05-9bb9-88aa96afb366?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","Rp 1 jt-2 jt","","Hybrid","Magang","Kurang dari setahun","Minimal Diploma (D1 - D4)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5de9ff7d469f6745642e5b928a026972.jpg","","Social Economy Accelerator Lab Malang","https://glints.com/id/companies/social-economy-accelerator-lab-malang/5b924d6c-5ea7-483b-bc00-15df0493473f","Gayungan","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya/gayungan","Surabaya","https://glints.com/id/job-location/indonesia/jawa-timur/surabaya","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","1 bulan yang lalu"
"IT System Analyst","https://glints.com/id/opportunities/jobs/it-system-analyst/371ee83e-2f24-431f-b497-2d3816b01693?utm_referrer=explore&traceInfo=a55d9b0b8b75c9e01db46c7eb44bd2ae","","Perusahaan Premium","Kontrak","3 – 5 tahun","Minimal Diploma (D1 - D4)",".NET","+9","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/de9428828304cf44fde219d0bc156081.png","https://glints.com/images/icons/vip-badge.svg","PT ARKAMAYA.","https://glints.com/id/companies/pt-arkamaya/05b80024-40b8-45af-b044-2c47abfb5824","Bandung Kidul","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bandung-kidul","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","27 hari yang lalu"
