"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26","TagStyle__TagContent-sc-66xi2f-0","stylessc__ShieldBadge-sc-1cbkdr9-1 src"
"Data Surveyor","https://glints.com/id/opportunities/jobs/data-surveyor/cec4c677-af06-4ba3-9302-fddc62e83785?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 1,3 jt-1,5 jt","Hybrid","Kontrak","Kurang dari setahun","Minimal SMA/SMK","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a837609c3dacd7f15a29caba75085a35.jpeg","Ruveetex","https://glints.com/id/companies/ruveetex/468fc9b7-c2a7-4530-853e-c499e8ae6cae","Bogor Timur","https://glints.com/id/job-location/indonesia/jawa-barat/bogor/bogor-timur","Bogor","https://glints.com/id/job-location/indonesia/jawa-barat/bogor","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","15 hari yang lalu","",""
"Functional Analyst/Business Analyst","https://glints.com/id/opportunities/jobs/functional-analyst-business-analyst/a6067ff3-a2ef-4938-b471-a13c15606c64?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 5 jt-7,5 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","Business Analysis","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1629d42ed5bcdfaada5c89af3700abd8.jpg","Porto Indonesia Sejahtera","https://glints.com/id/companies/porto-indonesia-sejahtera/be5de164-3a5a-4143-a8ef-03212a95aac1","Penjaringan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara/penjaringan","Jakarta Utara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-utara","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","14 hari yang lalu","",""
"Cybersecurity Analyst","https://glints.com/id/opportunities/jobs/cybersecurity-analyst/b9189bfa-5e10-40d3-bdb3-15f28ccc55d0?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 8 jt-12 jt","Kontrak","5 – 10 tahun","Minimal Sarjana (S1)","Poc","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/60f959e88f4f6476baa8a147a2f1c675.png","Adins Center Of Excellence","https://glints.com/id/companies/adins-center-of-excellence/e7dd3947-b662-4c63-bccb-57c390df4759","Kebon Jeruk","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kebon-jeruk","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","29 menit yang lalu","",""
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/07e76891-8bfe-421f-a367-0b11f2ada7c6?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 5 jt-10 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","System Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/87c537f2d28045ebab2a09bd5853c8ec.jpg","Satrio Consulting","https://glints.com/id/companies/satrio-consulting/a4b6b2c0-1c2c-458a-b495-08494e61ae2a","Cibeunying Kidul","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/cibeunying-kidul","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","Kemarin","",""
"Sales and Marketing Analyst","https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/c4245ed4-4aeb-433e-81aa-810fc7476868?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 2 jt-6 jt","Penuh Waktu","Minimal SMA/SMK","Customer Service","Microsoft Word","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0fb3c79ef2386c9461a8c7f4e9293506.png","Fifgroup Duren Sawit","https://glints.com/id/companies/fifgroup-duren-sawit/87d2f225-265e-4f82-98ab-4458d64c437c","Jatinegara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/jatinegara","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/2f407959-530d-46ad-939a-94df133f84b3?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 7 jt-10 jt","Hybrid","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c02e0d1533ff4bf1236aeacab9dbc5a4.png","NAT Indonesia","https://glints.com/id/companies/nat-indonesia/b5c32c53-3734-4c03-bd17-b8b98e429def","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","",""
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/65abe7b8-a5a7-41cb-953a-08b39e10a32b?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 10 jt-15 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","GIT","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d900fec1892b65f3b8933d45f591e52f.png","PT Bazpos Teknologi Indonesia Persada","https://glints.com/id/companies/pt-bazpos-teknologi-indonesia-persada/fbaa9d41-17a0-4e4e-b852-7a65a71bfe7f","Grogol Petamburan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu","",""
"IT Business Process Analyst","https://glints.com/id/opportunities/jobs/it-business-process-analyst/b676b34c-8fa3-4bcf-bc58-0f4efd2e9bd5?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 6 jt-7 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","SDLC","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png","PT Sigma Global Teknologi","https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae","Cakung","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/cakung","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/31ab6d05-6c6e-4192-bb57-02030c71e67d?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 6 jt-7,5 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Amazon Web Services (AWS)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/27027626eb8ec44d6c3c40ba37c0522a.png","PT. ALL DATA INTERNATIONAL","https://glints.com/id/companies/pt-all-data-international/3b891422-83a0-4363-8a56-2d421bbd0a10","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","24 hari yang lalu","",""
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/1f80d0d5-2792-4da1-bc30-7a5484b14518?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 6 jt-7,7 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Data Cleaning","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/83639718eb95835a827e0f567e985dba.jpg","PT Cybertrend Intrabuana","https://glints.com/id/companies/pt-cybertrend-intrabuana/262eca1e-9a45-4ab8-b032-a8ccf6522f8c","Cilandak","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/cilandak","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","27 hari yang lalu","",""
"Data Engineer","https://glints.com/id/opportunities/jobs/data-engineer/0edf986b-f8e3-4c58-96ac-d3cb489e9f4d?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 6 jt-7,7 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Software Engineering","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3e8e2558c7e5caf7d281aa9552079488.jpeg","Tada","https://glints.com/id/companies/tada/59cf5b71-5377-4886-9ffa-17820ef7e4ed","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","28 hari yang lalu","",""
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/be3483b9-15a5-437e-aa2c-d09fd1428409?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 4 jt-5 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","System Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/371a6940352d2139907dd17021886175.jpg","APTAVIS","https://glints.com/id/companies/aptavis/fb01afcf-471c-41f2-9743-e3babb5b3bc3","Sukajadi","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/sukajadi","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","1 bulan yang lalu","",""
"Data & Application Operation Engineer","https://glints.com/id/opportunities/jobs/data-and-application-operation-engineer/632129ca-6929-479f-87cc-d6562c8ed1d2?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 9 jt","Penuh Waktu","5 – 10 tahun","Minimal Sarjana (S1)","Attention to Detail","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9df947d10dbfd6ea6fdc7f72be5e8a0b.jpg","PT Adastra Visi Teknologi","https://glints.com/id/companies/pt-adastra-visi-teknologi/e8362290-dbb2-4c2c-82aa-a18227fa4c85","Kramatjati","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/kramatjati","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu","",""
"Product Market Analyst (Jakarta)","https://glints.com/id/opportunities/jobs/product-market-analyst-jakarta/effa2c55-8bed-41f6-975c-2acd44bedd2a?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Communication Skills","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cc6c576d3d1fc8550b38fdf700ac213f.jpg","Delifru Flavour Expert","https://glints.com/id/companies/delifru-flavour-expert/013ae7b8-7985-4bdf-bea2-4af36153cf51","Kembangan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan","Jakarta Barat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","12 hari yang lalu","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT System Analyst","https://glints.com/id/opportunities/jobs/it-system-analyst/7e6cc32c-3ce6-415f-a1b4-501a854c26dc?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","SQL","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/eecafe2ce82ce6e39bae82fafe897c4c.png","PT. Transcosmos Indonesia","https://glints.com/id/companies/pt-transcosmos-indonesia/bb80186e-bc5f-48d4-963c-71349fe08acf","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin","Perusahaan Premium","https://glints.com/images/icons/vip-badge.svg"
"IT Business Analyst","https://glints.com/id/opportunities/jobs/it-business-analyst/dc059ddb-f0ee-440a-bd37-cdca7531bed6?utm_referrer=explore&traceInfo=4fec8cb0-953e-44b7-9df7-95edc7308bed","Rp 10 jt-18 jt","Kontrak","3 – 5 tahun","Minimal Diploma (D1 - D4)","Brd","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ab8b71c58f6883f650f549b3b9bb4eb6.jpg","Pt. Tiga Daya Digital Indonesia","https://glints.com/id/companies/pt-tiga-daya-digital-indonesia/54dd0fb0-5873-4bf9-b5e9-b1939efef446","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","Kemarin","",""
