"CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12","CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href","CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32","TagStyle__TagContentWrapper-sc-r1wv7a-1","TagStyle__TagContentWrapper-sc-r1wv7a-1 2","TagStyle__TagContentWrapper-sc-r1wv7a-1 3","TagStyle__TagContentWrapper-sc-r1wv7a-1 4","TagStyle__TagContentWrapper-sc-r1wv7a-1 5","ThumborImagesc__CustomImage-sc-1uzwahj-0 src","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14","CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3","CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3","CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/acd3d07d-055f-475a-949e-afec7300f8b0?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 1,5 jt-2 jt","Magang","Kurang dari setahun","Minimal SMA/SMK","System Analysis","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9ce631da5b9193bc5c3996fde0c03edb.png","Digisolf Technology Consulting","https://glints.com/id/companies/digisolf-technology-consulting/4f64734d-eaf4-4166-9f32-f029263ba5ad","Medan Area","https://glints.com/id/job-location/indonesia/sumatra-utara/medan/medan-area","Medan","https://glints.com/id/job-location/indonesia/sumatra-utara/medan","Sumatera Utara","https://glints.com/id/job-location/indonesia/sumatra-utara","6 hari yang lalu"
"Credit Analyst (Placement Bali)","https://glints.com/id/opportunities/jobs/credit-analyst-placement-bali/a8d2960b-651f-4ad0-9e8a-ab20e2f027bc?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 6 jt-8 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Credit Control","+5","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6922f58eb0dc904fc33392586053599d.png","PT.Pulau Rempah Indonesia","https://glints.com/id/companies/ptpulau-rempah-indonesia/01353cc9-181c-458c-9689-a9e46c38830e","Cempaka Putih","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/cempaka-putih","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","8 hari yang lalu"
"Merchandising Analyst & Administration Staff","https://glints.com/id/opportunities/jobs/merchandising-analyst-and-administration-staff/1f50f18e-50f2-4c9c-9ea0-1311e59ea864?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 4,5 jt-5 jt","Penuh Waktu","Kurang dari setahun","Minimal Sarjana (S1)","Microsoft Excel","+6","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/48e441f2556a4ba1b9b41cdb42bcb72b.jpg","Circle K Indonesia (Head Office)","https://glints.com/id/companies/circle-k-indonesia-head-office/73d90e21-281e-498f-a6bb-3b477f60c5c4","Jatinegara","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/jatinegara","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","8 hari yang lalu"
"Data Engineer (Banking)","https://glints.com/id/opportunities/jobs/data-engineer-banking/60a697c8-3502-4a00-a428-84ebc5893bf6?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 6 jt-10 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Python","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/39f07a4444445aa75e9ee9b888375f91.png","IYKRA","https://glints.com/id/companies/iykra/c94ddd92-af75-4f04-b5c6-8aba511f1fe5","Tebet","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/tebet","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","27 hari yang lalu"
"Head of Data","https://glints.com/id/opportunities/jobs/head-of-data/5fffe3af-0f53-46ae-b17a-ae575d29a654?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 5 jt","Hybrid","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2fe41e0423191fbe6294c80add2f2d9b.png","Prihal Data","https://glints.com/id/companies/prihal-data/03f28414-74c1-435d-b47e-625a76dea1f1","Bandung Wetan","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/bandung-wetan","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","27 hari yang lalu"
"Product Market Analyst (Gresik)","https://glints.com/id/opportunities/jobs/product-market-analyst-gresik/b0f0e949-ff68-4cd0-a965-b4372ff3be18?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Marketing Strategy","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cc6c576d3d1fc8550b38fdf700ac213f.jpg","Delifru Flavour Expert","https://glints.com/id/companies/delifru-flavour-expert/013ae7b8-7985-4bdf-bea2-4af36153cf51","Menganti","https://glints.com/id/job-location/indonesia/jawa-timur/kab-gresik/menganti","Kab. Gresik","https://glints.com/id/job-location/indonesia/jawa-timur/kab-gresik","Jawa Timur","https://glints.com/id/job-location/indonesia/jawa-timur","12 hari yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/6d1a2f93-c117-423d-a49e-7e33dbf73366?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 2,6 jt-4 jt","Hybrid","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8720ef256e5e2c9203a1bdb4dcd569e4.png","PT Gamatechno Indonesia","https://glints.com/id/companies/pt-gamatechno-indonesia/0a498dec-d904-46c4-b20c-0e6a0d98d55b","Kapanewon Kalasan","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-kalasan","Kab. Sleman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","10 hari yang lalu"
"IT Analyst Intern","https://glints.com/id/opportunities/jobs/it-analyst-intern/59dc7ffb-597e-471f-8393-e5e5696e0bae?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 2 jt-3 jt","Magang","Kurang dari setahun","Minimal Diploma (D1 - D4)","Analytical Skills","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/caf7abb114cd6cab4381589160fc7937.jpeg","PT. Borwita Indah","https://glints.com/id/companies/pt-borwita-indah/23cbc2f5-f4de-40ea-a6c9-472fac3a2d43","Setiabudi","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","2 hari yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/5a3cc9a6-ca62-4e08-940c-2aea76d00cc4?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 5 jt-6 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","SDLC","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4f1896b5f8ce89c32e5e0308122134c0.png","Berijalan Yogyakarta","https://glints.com/id/companies/berijalan-yogyakarta/0ab11889-c086-46cd-a992-29d3a2836ddf","Kapanewon Depok","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok","Kab. Sleman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","13 hari yang lalu"
"IT System Analyst","https://glints.com/id/opportunities/jobs/it-system-analyst/01e1c38f-ff55-4261-855e-86b128dbd746?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 5,5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","IT Project Management","+8","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/87f3cacd79ad82a96235d93ae8fd4c47.png","PT Jala Lintas Media","https://glints.com/id/companies/pt-jala-lintas-media/ee00d325-f414-45c9-ae04-1595b4d18b34","Cibinong","https://glints.com/id/job-location/indonesia/jawa-barat/kab-bogor/cibinong","Kab. Bogor","https://glints.com/id/job-location/indonesia/jawa-barat/kab-bogor","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","3 hari yang lalu"
"System Analyst","https://glints.com/id/opportunities/jobs/system-analyst/d8032265-483d-4616-affe-9bbf06ad6bc9?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 4 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Diploma (D1 - D4)","System Analysis","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9d240240a35943a4760dacc37c6c7617.jpg","Tamtech International","https://glints.com/id/companies/tamtech-international/8b9151be-be59-4569-ab0e-068ed5883935","Kapanewon Depok","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok","Kab. Sleman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","15 hari yang lalu"
"Presales Engineer and System Analyst","https://glints.com/id/opportunities/jobs/presales-engineer-and-system-analyst/af566e65-4525-430b-ac17-2e63366e190d?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 10 jt-15 jt","Hybrid","Kontrak","5 – 10 tahun","Minimal Sarjana (S1)","+7","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/de7e7be6005437de4028118448adf943.png","Telogic LTD","https://glints.com/id/companies/telogic-ltd/cc5bb981-6490-44ba-b634-15c3763baf23","Tanah Abang","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/tanah-abang","Jakarta Pusat","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu"
"Market Research Analyst","https://glints.com/id/opportunities/jobs/market-research-analyst/62b3706e-2e5f-4e4e-af04-66d32381ba53?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 2,3 jt-2,5 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Microsoft Office","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fe165ba19d94ee6bbd1183764504cde4.jpg","Kenes Bakery & Resto","https://glints.com/id/companies/kenes-bakery-and-resto/078a0189-1fc5-4f90-8b82-ae50c6939d8c","Kapanewon Mlati","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-mlati","Kab. Sleman","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman","DI Yogyakarta","https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja","5 hari yang lalu"
"COST CONTROLL BUDGETING ANALYST","https://glints.com/id/opportunities/jobs/cost-controll-budgeting-analyst/571e909f-55b3-41e9-a5e0-3fd1e00288b9?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 3,8 jt-5 jt","Penuh Waktu","3 – 5 tahun","Minimal Sarjana (S1)","Accounting","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2bdb60d4cdc2a7fc715723d934c43fd9.jpg","PT Ekamatra Rizqi Anugrah","https://glints.com/id/companies/pt-ekamatra-rizqi-anugrah/a70b7789-34aa-488f-9340-53a3bbfab4d2","Cilandak","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/cilandak","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","20 hari yang lalu"
"Odoo Functional Analyst","https://glints.com/id/opportunities/jobs/odoo-functional-analyst/2209900c-5499-445b-b6e7-e1e65f7ba853?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 6 jt-8 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","ERP Software","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b5b5c2772b6f3ce2f93e9287b9770f56.jpg","Metrocom Jaddi Technology","https://glints.com/id/companies/metrocom-jaddi-technology/bfb78295-2f7d-4e53-8193-de31a3d0c618","Pasar Minggu","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pasar-minggu","Jakarta Selatan","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","7 hari yang lalu"
"Admin Sales/Data Frontliner Management","https://glints.com/id/opportunities/jobs/admin-sales-data-frontliner-management/15d76800-a4a4-4326-8395-dcf7cd58ce70?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 5 jt-6 jt","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","Microsoft Excel","+4","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/dd89f5502d2c99eae9492d990aed8c94.jpeg","PT. Dutagriya Sarana","https://glints.com/id/companies/pt-dutagriya-sarana/8a1fb679-a4f8-44d3-a74d-14aac63170ff","Pasar Rebo","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/pasar-rebo","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","3 hari yang lalu"
"Product Officer (System Analyst)","https://glints.com/id/opportunities/jobs/product-officer-system-analyst/4ce8fbbb-6563-4cba-99d2-74f8a5cb8e5c?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","","Penuh Waktu","1 – 3 tahun","Minimal Sarjana (S1)","FSD","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d6b78d0c93759ad98ea43e8cbaec1f66.png","PT Infokes Indonesia (Bandung)","https://glints.com/id/companies/pt-infokes-indonesia-bandung/286547a1-8f7e-4f40-bf47-796f62cb511f","Sukajadi","https://glints.com/id/job-location/indonesia/jawa-barat/bandung/sukajadi","Bandung","https://glints.com/id/job-location/indonesia/jawa-barat/bandung","Jawa Barat","https://glints.com/id/job-location/indonesia/jawa-barat","23 hari yang lalu"
"IT System Analyst & Quality Control","https://glints.com/id/opportunities/jobs/it-system-analyst-and-quality-control/8a539d80-f1f9-4920-9784-270229ff462b?utm_referrer=explore&traceInfo=665a0ece-b922-40ce-9546-deb4b05fe505","Rp 4 jt-5 jt","Kontrak","1 – 3 tahun","Minimal Sarjana (S1)","Quality Control","+3","https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f4de5c361ca12a8c90bd441affa75101.jpeg","PT Lestari Jaya Raya Group - LJR Logistics","https://glints.com/id/companies/pt-lestari-jaya-raya-group-ljr-logistics/2da2ea20-3cf6-4d5c-9aa1-3234b59460c0","Cakung","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/cakung","Jakarta Timur","https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur","DKI Jakarta","https://glints.com/id/job-location/indonesia/dki-jakarta","9 hari yang lalu"
