,Job_Title,Information,Company_Type,Job_Contract,Experience,Education,Required_Skills,Skills,Company,Location,City,Province,Job_Posting,Salary
461,Social Media Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Report Writing,12,PT CAB Tekno Kreasi,Cilandak,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,
462,System Analyst Supervisor,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Leadership Development,3,"PT Tunas Ridean, Tbk",Pancoran,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,Rp 5 jt-10 jt
463,Claim Analyst Non MV (Teknik),,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Microsoft Office,3,PT Lippo General Insurance Tbk,Karawaci,Tangerang,Banten,3 hari yang lalu,
464,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Critical Thinking,7,Pt Werkudara Nirwana Sakti,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,16 hari yang lalu,
465,Procurement Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Civil Engineering,3,PT. JBA INDONESIA,Grogol Petamburan,Jakarta Barat,DKI Jakarta,24 hari yang lalu,Rp 6 jt-8 jt
466,Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Digital Marketing,3,Shabiyan,Kebayoran Lama,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,"Rp 3 jt-4,5 jt"
467,Sop Analyst & Trainer,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Communication Skills,3,CV. Kukche Mitra Sukses,Bogor Timur,Bogor,Jawa Barat,12 hari yang lalu,"Rp 3,5 jt-3,8 jt"
468,Data Engineer (Remote),,,Remote/Dari rumah,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),3,Pt Medika Digital Nusantara,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,20 hari yang lalu,Rp 5 jt-8 jt
469,Research Analyst,,,Hybrid,Magang,Kurang dari setahun,Minimal SMA/SMK,4,PT. Dananjaya Design Nusantara,Coblong,Bandung,Jawa Barat,6 hari yang lalu,Rp 1 jt
470,Business Analyst,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Willing To Achive More,5,Turnkey Group,Batu,Batu,Jawa Timur,6 hari yang lalu,Rp 5 jt-8 jt
471,Marketing Analyst,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Marketing Communications,3,PT. Permata Azzuri Sehat,Setiabudi,Jakarta Selatan,DKI Jakarta,6 hari yang lalu,"Rp 5,5 jt-6,5 jt"
472,Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,4,Oto.com,Palmerah,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 6 jt-8 jt
473,Spesialis Data Entry,,,Remote/Dari rumah,Paruh Waktu,Minimal SMA/SMK,Microsoft Office,3,Citra Textile,Kuta,Kab. Badung,Bali,Kemarin,"Rp 5,5 jt-7,4 jt"
474,Marketing Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Diploma (D1 - D4),Teamwork,3,Bubur Ayam Pelana,Lengkong,Bandung,Jawa Barat,7 hari yang lalu,"Rp 1,5 jt-2,3 jt"
475,Business Analyst,,,Remote/Dari rumah,Magang,Kurang dari setahun,Minimal SMA/SMK,6,PT Flow Byte Digital,Kembangan,Jakarta Barat,DKI Jakarta,7 hari yang lalu,"Rp 1 jt-1,1 jt"
476,Credit Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Credit Analysis,3,PT.FRESH ON TIME SEAFOOD,Klapanunggal,Kab. Bogor,Jawa Barat,8 hari yang lalu,"Rp 4,5 jt-6 jt"
477,Analyst Staff,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Attention to Detail,3,PT INTI SURYA LABORATORIUM,Cisauk,Kab. Tangerang,Banten,9 hari yang lalu,
478,Analis Market Research,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,7,Noor Textile & Tailor,Tanjung Priok,Jakarta Utara,DKI Jakarta,8 hari yang lalu,"Rp 4 jt-5,6 jt"
479,Internship - Research & Business Analyst,,,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Market Research,3,PT Kraftig Advertising,Gambir,Jakarta Pusat,DKI Jakarta,2 hari yang lalu,"Rp 1 jt-1,5 jt"
480,System Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),UML,6,PT. Medeva Multi Talenta,Lowokwaru,Malang,Jawa Timur,Kemarin,"Rp 3,6 jt-4,5 jt"
481,System Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),UML,6,PT. Medeva Multi Talenta,Lowokwaru,Malang,Jawa Timur,Kemarin,"Rp 3,6 jt-4,5 jt"
482,IT PM Business Analyst,,,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),Business Analysis,4,Insura Media Solusi,Setiabudi,Jakarta Selatan,DKI Jakarta,3 hari yang lalu,Rp 5 jt
483,Business System Analyst Intern,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,4,PT Horus Technology,Kapanewon Mlati,Kab. Sleman,DI Yogyakarta,3 hari yang lalu,Rp 500 rb-1 jt
484,Business Analyst integrate SAP,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analysis,5,Orang-IT.id,Grogol Petamburan,Jakarta Barat,DKI Jakarta,3 hari yang lalu,Rp 5 jt-13 jt
485,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Initiative,4,PT Widya Inovasi Indonesia,Kapanewon Ngaglik,Kab. Sleman,DI Yogyakarta,2 hari yang lalu,Rp 5 jt-6 jt
486,Data Engineer Staff,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Azure,3,GoFleet by Astra & Gojek,Jagakarsa,Jakarta Selatan,DKI Jakarta,20 hari yang lalu,"Rp 5,4 jt-7 jt"
487,Data Quality Control,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Data Quality Control,7,Markethac,Kebon Jeruk,Jakarta Barat,DKI Jakarta,21 hari yang lalu,Rp 7 jt-9 jt
488,Data Center Officer,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,3,PT Lentera Kreasi Teknologi,Grogol Petamburan,Jakarta Barat,DKI Jakarta,23 hari yang lalu,Rp 5 jt
489,System Analyst,,,Magang,Kurang dari setahun,Minimal SMA/SMK,System Analysis,3,Digisolf Technology Consulting,Medan Area,Medan,Sumatera Utara,6 hari yang lalu,"Rp 1,5 jt-2 jt"
490,Credit Analyst (Placement Bali),,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Credit Control,5,PT.Pulau Rempah Indonesia,Cempaka Putih,Jakarta Pusat,DKI Jakarta,8 hari yang lalu,Rp 6 jt-8 jt
491,Merchandising Analyst & Administration Staff,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Microsoft Excel,6,Circle K Indonesia (Head Office),Jatinegara,Jakarta Timur,DKI Jakarta,8 hari yang lalu,"Rp 4,5 jt-5 jt"
492,Data Engineer (Banking),,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Python,3,IYKRA,Tebet,Jakarta Selatan,DKI Jakarta,27 hari yang lalu,Rp 6 jt-10 jt
493,Head of Data,,,Hybrid,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),4,Prihal Data,Bandung Wetan,Bandung,Jawa Barat,27 hari yang lalu,Rp 5 jt
494,Product Market Analyst (Gresik),,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Strategy,3,Delifru Flavour Expert,Menganti,Kab. Gresik,Jawa Timur,12 hari yang lalu,
495,System Analyst,,,Hybrid,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),3,PT Gamatechno Indonesia,Kapanewon Kalasan,Kab. Sleman,DI Yogyakarta,10 hari yang lalu,"Rp 2,6 jt-4 jt"
496,IT Analyst Intern,,,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Analytical Skills,3,PT. Borwita Indah,Setiabudi,Jakarta Selatan,DKI Jakarta,2 hari yang lalu,Rp 2 jt-3 jt
497,System Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,Berijalan Yogyakarta,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,13 hari yang lalu,Rp 5 jt-6 jt
498,IT System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),IT Project Management,8,PT Jala Lintas Media,Cibinong,Kab. Bogor,Jawa Barat,3 hari yang lalu,"Rp 5,5 jt-6 jt"
499,System Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,4,Tamtech International,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,15 hari yang lalu,Rp 4 jt-6 jt
500,Presales Engineer and System Analyst,,,Hybrid,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),7,Telogic LTD,Tanah Abang,Jakarta Pusat,DKI Jakarta,3 hari yang lalu,Rp 10 jt-15 jt
501,Market Research Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,Kenes Bakery & Resto,Kapanewon Mlati,Kab. Sleman,DI Yogyakarta,5 hari yang lalu,"Rp 2,3 jt-2,5 jt"
502,COST CONTROLL BUDGETING ANALYST,,,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Accounting,4,PT Ekamatra Rizqi Anugrah,Cilandak,Jakarta Selatan,DKI Jakarta,20 hari yang lalu,"Rp 3,8 jt-5 jt"
503,Odoo Functional Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),ERP Software,3,Metrocom Jaddi Technology,Pasar Minggu,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 6 jt-8 jt
504,Admin Sales/Data Frontliner Management,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Excel,4,PT. Dutagriya Sarana,Pasar Rebo,Jakarta Timur,DKI Jakarta,3 hari yang lalu,Rp 5 jt-6 jt
505,Product Officer (System Analyst),,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),FSD,3,PT Infokes Indonesia (Bandung),Sukajadi,Bandung,Jawa Barat,23 hari yang lalu,
506,IT System Analyst & Quality Control,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Quality Control,3,PT Lestari Jaya Raya Group - LJR Logistics,Cakung,Jakarta Timur,DKI Jakarta,9 hari yang lalu,Rp 4 jt-5 jt
507,Traditional Chinese Data Processing Associate,,,Kontrak,Minimal SMA/SMK,Data Processing,Administration,4,G2Academy,Cempaka Putih,Jakarta Pusat,DKI Jakarta,6 hari yang lalu,Rp 7 jt-8 jt
508,Project Estimator,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Administration,4,PT Duta Purwindo,Cipayung,Jakarta Timur,DKI Jakarta,16 hari yang lalu,"Rp 4,5 jt-5,5 jt"
509,Market Research Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,Kenes Bakery & Resto,Kapanewon Mlati,Kab. Sleman,DI Yogyakarta,5 hari yang lalu,"Rp 2,3 jt-2,5 jt"
510,Admin Data,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Data Entry,3,Lontong Malam Insomnia,Medan Sunggal,Medan,Sumatera Utara,14 hari yang lalu,"Rp 1,5 jt-2 jt"
511,Product Officer (System Analyst),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),FSD,3,PT Infokes Indonesia (Bandung),Sukajadi,Bandung,Jawa Barat,23 hari yang lalu,
512,Odoo Functional Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),ERP Software,3,Metrocom Jaddi Technology,Pasar Minggu,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 6 jt-8 jt
513,Project Estimator,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Administration,4,PT Duta Purwindo,Cipayung,Jakarta Timur,DKI Jakarta,16 hari yang lalu,"Rp 4,5 jt-5,5 jt"
514,IT System Analyst & Quality Control,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Quality Control,3,PT Lestari Jaya Raya Group - LJR Logistics,Cakung,Jakarta Timur,DKI Jakarta,9 hari yang lalu,Rp 4 jt-5 jt
515,IT Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,9,Pt. Swadharma Duta Data,Grogol Petamburan,Jakarta Barat,DKI Jakarta,Kemarin,Rp 6 jt-8 jt
516,IT System Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Agile Methodologies,6,Skyfy Studio,Kebon Jeruk,Jakarta Barat,DKI Jakarta,16 hari yang lalu,Rp 10 jt-20 jt
517,System Analyst/Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Linux System Administration,5,PT Digital Sinergi Perkasa,Grogol Petamburan,Jakarta Barat,DKI Jakarta,17 hari yang lalu,"Rp 4,5 jt-5,5 jt"
518,Admin Data Entry,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,4,Speicher Concepts,Parongpong,Kab. Bandung Barat,Jawa Barat,23 hari yang lalu,"Rp 1,5 jt-2,5 jt"
519,Magang Credit Analyst,,,Magang,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,3,PT Parinama Simfoni Indonesia,Bandung Kidul,Bandung,Jawa Barat,Kemarin,"Rp 2,2 jt-3 jt"
520,IT Business Analyst (for Insurance industry),,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Csm,7,PT Sigma Global Teknologi,Kebayoran Lama,Jakarta Selatan,DKI Jakarta,23 hari yang lalu,"Rp 5 jt-7,5 jt"
521,Social Media Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Analytical Skills,5,CV Perajutan Sahabat,Dayeuhkolot,Kab. Bandung,Jawa Barat,Kemarin,"Rp 3,5 jt-4,5 jt"
522,Analisis Data Operasional,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,4,Oma Opa Cakery,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,7 hari yang lalu,"Rp 2,1 jt-2,3 jt"
523,Business Analyst Internship,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Data Analytics,3,PT Visionet Data Internasional,Karawaci,Tangerang,Banten,14 hari yang lalu,
524,Content Creator (Personal Assistant) Personal Colour Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Positive Attitude,5,24Tokyo,Penjaringan,Jakarta Utara,DKI Jakarta,10 hari yang lalu,"Rp 5,5 jt-7 jt"
525,Ads Analyst (Meta & Marketplace),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Meta Ads,8,PT. Raja Mitra Sehati,Margahayu,Kab. Bandung,Jawa Barat,42 menit yang lalu,"Rp 3 jt-4,5 jt"
526,Finance Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,PT Pelayaran Surya Timur Line Group,Krembangan,Surabaya,Jawa Timur,16 hari yang lalu,"Rp 3 jt-6,5 jt"
527,Senior IT Business Analyst,,Perusahaan Premium,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Brd,5,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 13 jt-15 jt
528,Business Analyst - Banking Industry,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Pancoran,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 10 jt-12 jt
529,Market Analyst Internship,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Data Monitoring,6,Turnkey Group,Batu,Batu,Jawa Timur,16 hari yang lalu,Rp 2 jt-3 jt
530,Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,10,Upscale Living,Denpasar Timur,Denpasar,Bali,7 hari yang lalu,Rp 3 jt-6 jt
531,Business Analyst Intern,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Communication Skills,3,Pt. Ivonesia Solusi Data (ivosights),Setiabudi,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,Rp 2 jt
532,Senior Data Engineer,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),ETL,13,PT Sinergi Performa Cipta,Tangerang,Tangerang,Banten,2 hari yang lalu,Rp 15 jt-25 jt
533,Credit Analyst,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Credit Risk,3,PT Indodaya Alih Tama,Serpong,Tangerang Selatan,Banten,8 hari yang lalu,"Rp 4,5 jt-5 jt"
534,IT Business Analyst (Female) - Mining Industry (ASAP),,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,4,PT Sigma Global Teknologi,Pulogadung,Jakarta Timur,DKI Jakarta,2 hari yang lalu,"Rp 7 jt-8,5 jt"
535,Electrical Engineer Data Center,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Electrical,3,PT Lotus Lestari Raya (Lotus Solusindo),Cikarang Utara,Kab. Bekasi,Jawa Barat,27 hari yang lalu,Rp 10 jt-12 jt
536,Technical Infrastructure Data Center,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),CCNA,6,PT EZSVS Technology Indonesia,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,Rp 8 jt-12 jt
537,Supervisor Proyek,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Project Coordination,4,Mata Air Persada,Tanah Abang,Jakarta Pusat,DKI Jakarta,9 hari yang lalu,
538,Transaction Monitoring Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Fraud Analysis,3,PT CTXG Indonesia Berkarya,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,3 hari yang lalu,Rp 5 jt-8 jt
539,IT Business Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,9,Pt. Swadharma Duta Data,Grogol Petamburan,Jakarta Barat,DKI Jakarta,Kemarin,Rp 6 jt-8 jt
540,IT System Analyst,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Agile Methodologies,6,Skyfy Studio,Kebon Jeruk,Jakarta Barat,DKI Jakarta,16 hari yang lalu,Rp 10 jt-20 jt
541,Data Entry,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Microsoft Excel,9,Gudang Jam,Bandung Wetan,Bandung,Jawa Barat,Kemarin,Rp 2 jt-3 jt
542,System Analyst/Engineer,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Linux System Administration,5,PT Digital Sinergi Perkasa,Grogol Petamburan,Jakarta Barat,DKI Jakarta,17 hari yang lalu,"Rp 4,5 jt-5,5 jt"
543,Admin Data Entry,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Microsoft Office,3,DW Consulting,Kalideres,Jakarta Barat,DKI Jakarta,Kemarin,"Rp 2,5 jt-3 jt"
544,Data Entry Intern,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,3,PT. MEA DIGITAL MARKETING,Andir,Bandung,Jawa Barat,3 hari yang lalu,Rp 1 jt
545,Data Entry,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Communication Skills,6,Panda Rackindo Jaya,Cengkareng,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 2 jt-3 jt
546,Magang Credit Analyst,,,Magang,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,3,PT Parinama Simfoni Indonesia,Bandung Kidul,Bandung,Jawa Barat,Kemarin,"Rp 2,2 jt-3 jt"
547,Admin Data,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Detail Oriented,4,PT Jet Transport Services,Penjaringan,Jakarta Utara,DKI Jakarta,8 hari yang lalu,"Rp 5,5 jt-6 jt"
548,Social Media Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Analytical Skills,5,CV Perajutan Sahabat,Dayeuhkolot,Kab. Bandung,Jawa Barat,Kemarin,"Rp 3,5 jt-4,5 jt"
549,IT Business Analyst (for Insurance industry),,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Csm,7,PT Sigma Global Teknologi,Kebayoran Lama,Jakarta Selatan,DKI Jakarta,23 hari yang lalu,"Rp 5 jt-7,5 jt"
550,Business Analyst Internship,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Sarjana (S1),Data Analytics,3,PT Visionet Data Internasional,Karawaci,Tangerang,Banten,14 hari yang lalu,
551,Finance Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Microsoft Office,4,PT Pelayaran Surya Timur Line Group,Krembangan,Surabaya,Jawa Timur,16 hari yang lalu,"Rp 3 jt-6,5 jt"
552,Admin Data,,Perusahaan Premium,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Data Entry,3,Lontong Malam Insomnia,Medan Sunggal,Medan,Sumatera Utara,14 hari yang lalu,"Rp 1,5 jt-2 jt"
553,Ads Analyst (Meta & Marketplace),,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Meta Ads,8,PT. Raja Mitra Sehati,Margahayu,Kab. Bandung,Jawa Barat,42 menit yang lalu,"Rp 3 jt-4,5 jt"
554,Content Creator (Personal Assistant) Personal Colour Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Positive Attitude,5,24Tokyo,Penjaringan,Jakarta Utara,DKI Jakarta,10 hari yang lalu,"Rp 5,5 jt-7 jt"
555,Senior IT Business Analyst,,Perusahaan Premium,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Brd,5,PT Sigma Global Teknologi,Setiabudi,Jakarta Selatan,DKI Jakarta,Kemarin,Rp 13 jt-15 jt
556,Admin Data Entry,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Teamwork,4,Speicher Concepts,Parongpong,Kab. Bandung Barat,Jawa Barat,23 hari yang lalu,"Rp 1,5 jt-2,5 jt"
557,Business Analyst - Banking Industry,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,PT Sigma Global Teknologi,Pancoran,Jakarta Selatan,DKI Jakarta,7 hari yang lalu,Rp 10 jt-12 jt
558,Marketing Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Marketing Management,10,Upscale Living,Denpasar Timur,Denpasar,Bali,7 hari yang lalu,Rp 3 jt-6 jt
559,Market Analyst Internship,,Perusahaan Premium,Magang,Kurang dari setahun,Minimal Diploma (D1 - D4),Data Monitoring,6,Turnkey Group,Batu,Batu,Jawa Timur,16 hari yang lalu,Rp 2 jt-3 jt
560,Business Analyst Intern,,,Magang,Kurang dari setahun,Minimal Sarjana (S1),Communication Skills,3,Pt. Ivonesia Solusi Data (ivosights),Setiabudi,Jakarta Selatan,DKI Jakarta,1 bulan yang lalu,Rp 2 jt
561,Credit Analyst,,,Kontrak,1 – 3 tahun,Minimal Diploma (D1 - D4),Credit Risk,3,PT Indodaya Alih Tama,Serpong,Tangerang Selatan,Banten,8 hari yang lalu,"Rp 4,5 jt-5 jt"
562,IT Business Analyst (Female) - Mining Industry (ASAP),,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Business Analysis,4,PT Sigma Global Teknologi,Pulogadung,Jakarta Timur,DKI Jakarta,2 hari yang lalu,"Rp 7 jt-8,5 jt"
563,Credit Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal SMA/SMK,Discipline,3,PT Bintang Service Management,Pemalang,Kab. Pemalang,Jawa Tengah,13 hari yang lalu,"Rp 2,2 jt-3,2 jt"
564,Analisis Data Operasional,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),Teamwork,4,Oma Opa Cakery,Kapanewon Depok,Kab. Sleman,DI Yogyakarta,7 hari yang lalu,"Rp 2,1 jt-2,3 jt"
565,Transaction Monitoring Analyst,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Fraud Analysis,3,PT CTXG Indonesia Berkarya,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,3 hari yang lalu,Rp 5 jt-8 jt
566,Marketing Analyst,,,Penuh Waktu,Minimal Diploma (D1 - D4),Microsoft Excel,Administration,6,PT. SMSS,Driyorejo,Kab. Gresik,Jawa Timur,16 hari yang lalu,Rp 3 jt
567,Supervisor Proyek,,Perusahaan Premium,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),Project Coordination,4,Mata Air Persada,Tanah Abang,Jakarta Pusat,DKI Jakarta,9 hari yang lalu,
568,Credit Analyst - Indramayu,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Financial Analysis,8,PT LOLC Ventura Indonesia - Cirebon,Indramayu,Kab. Indramayu,Jawa Barat,8 hari yang lalu,"Rp 4 jt-4,5 jt"
569,Data Analis,,,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Statistical Data Analysis,4,Senikersku,Mulyorejo,Surabaya,Jawa Timur,16 hari yang lalu,"Rp 4,5 jt-6 jt"
570,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal SMA/SMK,Python,7,datapinter.com,Kelapa Dua,Kab. Tangerang,Banten,17 hari yang lalu,
571,Analis Data,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,Pt. Anyar Retail Indonesia,Rancaekek,Kab. Bandung,Jawa Barat,20 hari yang lalu,"Rp 3,7 jt-4 jt"
572,Data Analyst,,,Hybrid,Magang,Kurang dari setahun,Minimal Sarjana (S1),5,Hakuhodo Digital Indonesia,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,23 hari yang lalu,"Rp 1,1 jt-1,1 jt"
573,Sales Data Analyst,,,Penuh Waktu,Kurang dari setahun,Minimal Sarjana (S1),SQL,4,Momoyo Indonesia,Penjaringan,Jakarta Utara,DKI Jakarta,2 hari yang lalu,Rp 8 jt-10 jt
574,Data Analyst & Support,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,4,PT OSHKU PANGAN INDONESIA,Grogol Petamburan,Jakarta Barat,DKI Jakarta,6 hari yang lalu,Rp 4 jt-6 jt
575,Data Analyst Intern,,,Magang,Minimal Sarjana (S1),Microsoft Excel,Data Analytics,3,AUCTUS,Kebayoran Baru,Jakarta Selatan,DKI Jakarta,14 hari yang lalu,"Rp 2 jt-2,5 jt"
576,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),Statistical Data Analysis,4,CV. Indo Sejahtera Abadi,Rungkut,Surabaya,Jawa Timur,3 hari yang lalu,"Rp 3,4 jt-3,9 jt"
577,Data Analis,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Statistical Data Analysis,4,Dua Naga Corporation,Gatak,Kab. Sukoharjo,Jawa Tengah,5 hari yang lalu,"Rp 2,4 jt-3 jt"
